record_id,station_id,river_name,state,date,month,rainfall_mm,upstream_rainfall_mm,forecast_rainfall_next24_mm,water_level_m,warning_level_m,danger_level_m,discharge_cumecs,temperature_c,humidity_pct,soil_moisture_pct,wind_speed_kmph,reservoir_release_cumecs,embankment_condition,historical_flood_freq,distance_to_river_km,elevation_m,population_density,flood_risk_score,alert_level,flood_occurred
1084,STN0307,godavari,west bengal,08-21-2024,8.0,234.6,321.6,295.8,4.56,4.83,6.11,1173.1,24.3,70.7,49.4,16.0,284.0,moderate,3.0,10.19,258.1,3432.0,0.677, High ,1
1085,stn0479,krishna, Odisha ,11/02/2016,2.0,38.2,42.9,21.5,1.94,3.59,4.64,475.0,23.3,57.6,,5.8,71.0, Moderate ,1.0,4.98,122.5,5412.0,0.228,low,0
1086,stn0124,NARMADA, Maharashtra ,02/03/2015,3.0,20.0,25.4,2.1,5.31,7.23,8.71,1134.4,33.5,64.6,30.2,3.5,14.9, Moderate ,0.0,11.11,45.1,721.0,0.265,Low,0
1087,STN0161,Cauvery,andhra pradesh,15/02/2016,2.0,21.2,21.6,24.6,4.9,6.61,8.02,1641.6,29.5,42.2,23.3,9.0,158.5, Good ,0.0,6.83,144.6,841.0,0.353,low,0
1088,STN0087,BRAHMAPUTRA, Assam ,2019/03/23,3.0,39.8,34.0,45.1,1.37,3.45,4.73,359.9,22.0,,44.5,31.7,25.1,good,0.0,9.88,161.5,8762.0,0.293,LOW,0
1089,STN0029, Narmada ,MAHARASHTRA,2019/01/14,1.0,5.6,6.1,20.3,,5.01,6.25,1507.9,25.3,54.9,41.5,16.3,52.4,POOR,0.0,13.79,257.5,7743.0,0.426,Low,0
1090,STN0195,CAUVERY, Andhra Pradesh ,06-Oct-2019,10.0,16.3,14.9,25.3,6.61,8.02,8.98,1587.4,25.2,78.5,34.8,23.7,101.6,poor,0.0,10.77,291.1,3516.0,0.464,MODERATE,0
1091,STN0447,Brahmaputra,Assam,2020/03/09,3.0,11.9,8.5,14.2,2.56,3.89,4.93,654.6,20.6,54.2,7.7,16.5,,GOOD,1.0,3.62,53.0,8176.0,0.311,LOW,0
1092,STN0410,krishna,Odisha,2016/12/12,12.0,,21.1,20.6,2.68,3.7,5.07,631.5,27.3,65.4,47.5,26.3,63.6,moderate,1.0,2.05,43.9,,0.396,low,0
1093,STN0461,narmada,maharashtra,08/11/2024,11.0,17.4,12.9,27.5,5.72,6.94,8.38,2204.1,24.6,41.1,39.3,14.7,66.5,GOOD,1.0,4.7,311.7,239.0,0.379,Low,0
1094,STN0421,Godavari,west bengal,04-27-2015,4.0,20.5,,9.9,5.92,7.54,8.51,2353.5,19.6,51.1,10.3,0.0,103.3,,0.0,13.88,86.2,10900.0,0.41, Low ,0
1095,STN0284,Brahmaputra,assam,03-09-2022,3.0,103.3,123.2,98.2,5.57,6.39,7.84,791.3,22.7,69.5,47.4,8.6,88.5, Good ,0.0,8.7,329.9,3716.0,0.484,Moderate,0
1096,STN0353,brahmaputra,Assam,16/06/2023,6.0,114.2,87.5,133.5,6.0,6.76,7.64,1164.9,42.3,74.4,56.3,9.6,132.8,god,4.0,0.42,9.8,8063.0,0.532,MODERATE,0
1097,STN0262, Yamuna ,Bihar,2017/05/20,5.0,169.0,209.4,89.6,7.98,8.54,9.43,2623.1,15.5,55.3,,20.7,22.4,GOOD,0.0,10.42,208.7,7489.0,0.573,Moderate,1
1098,STN0035,NARMADA,Maharashtra,20/08/2016,8.0,251.1,306.6,272.0,5.25,4.0,4.92,1490.9,29.1,86.3,,,140.9,Good,1.0,4.41,60.2,8149.0,0.795,SEVERE,1
1099,STN0385,Narmada,maharashtra,2020-02-10,2.0,35.8,32.0,24.7,3.36,4.38,5.41,1163.7,17.1,41.3,5.0,12.8,84.3,GOOD,1.0,7.77,265.4,1766.0,0.384,Low,0
1100,STN0445,Mahanadi,Madhya Pradesh,2016-08-15,8.0,75.0,47.9,57.7,,3.92,5.24,1218.1,28.8,69.5,,30.5,139.3, Moderate ,1.0,7.34,377.5,11306.0,0.496,Moderate,0
1101,STN0308,krishna,Odisha,2024/04/25,4.0,45.6,60.3,34.5,,7.44,8.55,1950.6,36.2,35.4,42.6,7.0,111.0,good,0.0,4.97,90.3,,0.567,HIGH,1
1102,STN0274,NARMADA,Maharashtra,2020-03-09,3.0,18.3,23.2,5.5,5.22,6.14,7.12,1381.6,30.3,39.4,50.9,,133.2, Moderate ,0.0,7.21,323.3,10283.0,0.483,moderate,0
1103,STN0173, Krishna ,odisha,10-16-2017,10.0,67.0,72.5,86.8,5.42,5.65,6.48,2115.3,32.0,33.9,36.2,18.2,0.0,Good,0.0,12.49,296.1,2538.0,0.543,moderate,0
1104,STN0414,Ganga,Uttar Pradesh,2023/09/24,9.0,121.0,120.0,142.6,6.72,7.73,9.1,1919.8,20.3,77.2,60.0,20.2,, Moderate ,1.0,3.83,13.3,8456.0,0.526,moderate,0
1105,stn0126, Godavari ,West Bengal,08/11/2021,11.0,10.0,8.0,0.0,3.04,5.71,6.84,710.7,23.5,46.4,,16.5,104.2,good,0.0,1.37,106.4,,0.221,low,0
1106,STN0195,CAUVERY,ANDHRA PRADESH,2019-10-06,10.0,36.8,24.9,25.9,7.5,8.02,8.98,2786.3,26.2,61.4,19.4,12.3,35.6,Good,0.0,11.78,291.1,,0.409,LOW,0
1107,STN0162,Mahanadi,Madhya Pradesh,2021-06-28,6.0,88.9,114.2,93.5,2.91,4.07,5.56,615.7,33.3,82.8,51.8,32.5,243.4,Good,3.0,3.25,98.6,6198.0,0.397, Low ,0
1108,STN0317,Brahmaputra,Assam,2017-11-19,11.0,28.6,34.0,15.8,5.93,7.79,8.65,930.5,21.7,62.0,43.6,28.0,30.9,good,1.0,7.83,27.8,9969.0,0.305,Low,0
1109,STN0283,CAUVERY,Andhra Pradesh,2021-06-23,6.0,145.2,131.4,135.0,3.79,4.11,5.35,976.6,33.1,81.4,81.5,26.6,, Good ,3.0,3.69,258.2,494.0,0.463,Moderate,0
1110,stn0417,Kosi,Gujarat,19/07/2022,7.0,,57.1,59.4,3.83,6.29,7.46,1442.3,25.1,97.3,55.6,23.0,292.7,moderate,1.0,14.65,121.7,3369.0,0.502,Moderate,0
1111,STN0402,Ganga,UTTAR PRADESH,16-May-2019,5.0,9.2,8.5,8.5,,3.8,5.26,995.4,32.0,,37.3,18.7,,Gud,0.0,8.36,296.3,6907.0,0.393,low,0
1112,STN0134,cauvery,andhra pradesh,25/05/2022,5.0,36.5,24.7,20.3,,6.4,7.28,1332.8,23.4,62.3,49.3,12.2,177.7,,0.0,8.97,112.7,11666.0,0.44, Low ,0
1113,STN0140,GODAVARI,West Bengal,07-29-2023,7.0,72.6,,63.4,4.06,4.13,5.15,647.4 cumecs,27.1,80.6,60.5,0.0,221.8,Good,2.0,1.39,212.4,3086.0,0.472,MODERATE,0
1114,STN0074,krishna,Odisha,2018-03-26,3.0,45.7,62.3,19.9,,8.01,8.96,1723.0,27.5,59.8,7.9,0.2,67.2,GOOD,0.0,6.85,164.6,6265.0,0.437,low,0
1115,STN0477,Godavari,WEST BENGAL,2024-05-21,5.0,44.1,47.2,46.3,6.57,6.97,8.08,1629.9,25.9,34.9,24.3,26.0,107.4,,0.0,7.69,238.2,3745.0,0.443,Low,0
1116,STN0221,Ganga, Uttar Pradesh ,21/01/2017,1.0,10.1,9.1,13.3,3.65,4.0,5.42,907.8,26.5,65.5,10.6,5.3,48.9,good,0.0,10.77,188.8,9662.0,0.388,Low,0
1117,STN0411,Cauvery,andhra pradesh,22/04/2017,4.0,122.0,111.4,155.7,9.19,8.56,9.42,2010.3,25.1,62.6,43.3,3.9,220.6,Poor,1.0,8.22,265.8,6138.0,0.692, High ,0
1118,STN0388,KOSI,gujarat,19/02/2017,2.0,140.0,168.9,144.6,5.13,5.45,6.5,1072.0,,59.0,56.8,1.4,159.8, Poor ,0.0,12.99,247.5,4043.0,0.66,High,0
1119,STN0437,MAHANADI,Madhya Pradesh,25/06/2021,6.0,34.5,35.1,45.5,6.45,8.13,9.07,1848.9,30.8,93.4,49.8,10.1,176.8,GOOD,4.0,13.87,55.6,5529.0,0.382,LOW,0
1120,STN0300,tapi,Karnataka,2017-06-14,6.0,321.3,307.4,343.3,6.0,6.02,6.91,1210.4,24.4,85.0,49.6,12.9,168.1,good,1.0,14.64,222.1,4626.0,0.656, High ,0
1121,STN0351, Narmada ,Maharashtra,2022-12-11,12.0,23.6,29.4,27.3,2.39,3.72,5.08,512.8,24.5,37.9,51.9,19.9,113.3,POOR,1.0,8.09,216.4,1216.0,0.342, Low ,0
1122,STN0042,YAMUNA,Bihar,24/08/2018,8.0,70.9,50.2,54.2,7.23,8.24,9.43,1460.0,19.7,79.3,48.2,12.9,288.8,Moderate,1.0,13.56,42.1,4077.0,0.448,Low,0
1123,STN0491,Ganga,uttar pradesh,07-11-2022,7.0,41.6,53.0,45.7,6.04,7.14,8.11,1401.3,32.7,93.3,65.5,,,Poor,4.0,5.33,44.2,4557.0,0.527,moderate,0
1124,STN0481,GODAVARI,west bengal,2021-07-13,7.0,,105.3,98.0,4.51,4.75,5.66,907.3,26.5,,71.3,30.6,165.8,Moderate,1.0,13.3,277.1,9886.0,0.583, Moderate ,0
1125,STN0104, Narmada ,Maharashtra,2023/10/25,10.0,63.4,66.6,79.3,7.7,7.26,8.57,2196.0,26.2,65.3,9.1,16.4,0.0,MODERATE,0.0,4.37,139.8,,0.43,HIGH,1
1126,STN0470,tapi,KARNATAKA,2019/11/06,11.0,,30.1,45.3,7.62,8.26,9.23,2361.8,18.6,50.8,22.9,15.2,27.6,Good,0.0,5.57,291.8,8777.0,0.413,Low,0
1127,STN0262, Yamuna ,Bihar,13/12/2018,12.0,31.2,33.4,33.1,7.28,8.54,9.43,1842.0,27.8,42.4,59.2,14.1,81.7,Moderate,1.0,4.28,208.7,7489.0,0.496,MODERATE,No
1128,STN0159,kosi,GUJARAT,03-19-2017,3.0,90.2,102.7,60.8,5.56,7.14,8.28,2050.0,25.8,67.5,15.6,16.6,, Poor ,0.0,5.29,336.7,7846.0,0.41, Low ,0
1129,STN0065,YAMUNA,bihar,2018/02/09,2.0,25.7,27.3,6.1,7.53,8.31,9.31,1624.8,24.2,50.4,55.1,16.7,77.8,good,0.0,3.01,399.8,6905.0,0.505,moderate,0
1130,STN0075,MAHANADI,MADHYA PRADESH,2020/08/22,8.0,110.7,96.6,109.1,6.53,6.32,7.14,2305.1,24.4,64.6,56.4,20.0,190.7,GOOD,2.0,9.19,134.2,3654.0,0.621, High ,0
1131,STN0383,Brahmaputra,assam,11-29-2016,11.0,58.0,76.1,64.0,3.83,4.57,5.76,725.7,26.8,60.5,29.7,9.3,56.3, Good ,0.0,6.1,187.3,5722.0,0.326,low,0
1132,STN0165,ganga,Uttar Pradesh,22/09/2020,9.0,107.2,137.9,72.2,4.73,5.16,6.25,1245.6,36.3,77.4,39.4,0.0,196.2,GOOD,2.0,3.27,329.9,718.0,0.565, Moderate ,0
1133,Stn-0130,Narmada,maharashtra,2018-07-31,7.0,211.3,140.7,203.1,7.14,7.44,8.82,2822.8,27.6,87.0,64.5,7.5,219.8,Good,0.0,4.04,218.0,7884.0,0.632,Moderate,0
1134,STN0494,Narmada,maharashtra,01/04/2017,4.0,28.9,19.6,21.2,5.19,5.33,6.49,1987.1,26.9,45.0,21.0,0.0,169.4,Modrate,0.0,14.58,85.6,1796.0,0.413,LOW,0
1135,STN0300,Tapi,KARNATAKA,10-14-2015,10.0,10.1,10.2,5.8,3.81,6.02,6.91,758.7,20.8,63.4,50.5,8.9,,GOOD,0.0,12.11,222.1,,0.341,low,0
1136,STN0309,NARMADA, Maharashtra ,2017-07-23,7.0,167.7,216.1,206.0,3.59,4.78,5.77,1011.6 cumecs,26.0,84.4,55.3,11.0,300.5, Poor ,3.0,11.13,249.7,3577.0,0.618,MODERATE,0
1137,STN0122,kosi,GUJARAT,26/02/2022,2.0,122.3,88.1,103.7,4.83,5.39,6.4,1688.3,26.8,67.6,21.8,22.2,84.0,MODERATE,0.0,1.26,374.1,6766.0,0.461,moderate,0
1138,STN0342,TAPI,Karnataka,01-19-2021,1.0,46.1,,58.7,4.02,4.67,6.01,1247.7,18.6,48.2,22.8,9.0,78.0,GOOD,0.0,6.26,294.8,512.0,0.391,low,0
1139,STN0139,Cauvery,Andhra Pradesh,21/02/2016,2.0,79.1,61.9,63.0,4.95,5.9,6.75,745.5,22.4,67.7,5.0,19.5,32.9, Good ,0.0,6.01,76.7,2781.0,0.43,Low,0
1140,STN0393,ganga,Uttar Pradesh,2024/01/15,1.0,52.4,53.6,55.6,5.09,5.83,7.03,1414.7,23.0,48.4,39.9,19.5,75.2,MODERATE,1.0,2.92,207.3,2563.0,0.487, Moderate ,0
1141,stn0129,NARMADA,maharashtra,04-11-2022,4.0,63.3,47.0,53.2,3.37,3.76,4.78,788.8,28.7,63.8,23.2,29.1,123.6,Poor,0.0,13.8,322.2,3152.0,0.448,low,0
1142,stn0219,Yamuna,Bihar,15/05/2021,5.0,20.9,22.1,31.7,5.81,7.54,8.53,933.5,31.9,48.8,49.7,28.5,134.0, Moderate ,0.0,13.09,225.3,1093.0,0.405,LOW,0
1143,STN0154,mahanadi,madhya pradesh,03/08/2015,8.0,267.3,366.0,139.0,8.42,5.94,7.3,1787.2,30.1,74.9,82.0,,227.4,,2.0,12.77,354.3,,0.777, Severe ,1
1144,STN0077,Tapi, Karnataka ,05-20-2017,5.0,92.5,76.0,117.7,,3.65,4.87,735.8,,40.6,9.0,19.4,110.2,GOOD,0.0,7.01,324.1,3185.0,0.35,Low,0
1145,STN0378,yamuna,BIHAR,2020/10/29,10.0,26.9,25.2,39.2,4.73,6.62,8.11,1034.5,27.5,60.1,52.7,17.9,40.2,Good,0.0,6.2,177.9,6124.0,0.387,low,0
1146,Stn-0103,NARMADA,Maharashtra,2019/09/03,9.0,33.9,28.6,27.2,2.14,4.64,6.05,473.0,32.3,68.8,,14.0,244.3,Moderate,1.0,13.25,15.1,10884.0,0.351,LOW,1
1147,Stn-0318,Mahanadi,madhya pradesh,2015-04-04,4.0,66.2,80.1,58.1,6.99,8.05,9.33,2584.1,27.3,67.0,56.3,7.3,103.4, Good ,0.0,14.3,279.5,3450.0,0.399, Low ,0
1148,STN0126,GODAVARI,WEST BENGAL,2019-02-19,2.0,167.5,190.2,141.5,7.03,5.71,6.84,2607.4,21.8,58.3,44.1,25.5,55.7,poor,1.0,8.23,106.4,3195.0,0.699,severe,1
1149,STN0338,Tapi, Karnataka ,2015/12/05,12.0,55.5,73.5,71.1,7.08,7.45,8.58,1582.7,25.9,62.3,33.6,10.7,8.4,moderate,1.0,12.92,81.9,2305.0,0.501,moderate,0
1150,STN0461,NARMADA, Maharashtra ,2021-10-11,10.0,80.9,68.7,86.5,7.24,6.94,8.38,2261.1,23.5,46.3,19.1,9.9,0.0,,0.0,5.46,311.7,239.0,0.598,HIGH,0
1151,STN0474,krishna, Odisha ,2015-11-05,11.0,-79.5,89.6,105.2,,5.4,6.54,1090.5,30.0,57.9,,24.5,72.8,Good,0.0,1.1,337.1,5216.0,0.525,High,0
1152,STN0261,YAMUNA, Bihar ,20/01/2024,1.0,47.7,38.4,41.8,3.6,4.9,6.28,1087.8,29.1,59.4,43.0,14.5,21.4, Moderate ,0.0,10.19,242.2,7848.0,0.358,LOW,0
1153,STN0030,godavari,West Bengal,2016-07-18,7.0,96.0,88.9,75.2,3.01,4.11,5.09,1186.7,36.0,80.1,60.9,12.9,241.1, Good ,2.0,0.62,347.8,871.0,0.493,moderate,0
1154,Stn-0430,Yamuna,Bihar,2024-04-11,4.0,21.2,23.5,26.5,,5.61,6.76,1078.6,22.0,47.4,5.0,19.4,91.2,GOOD,0.0,3.36,120.7,708.0,0.329,Low,0
1155,STN0141,Kosi, Gujarat ,2021-10-28,10.0,37.3,43.3,26.0,6.55,8.09,9.27,2221.8,23.5,63.4,,16.5,46.6,Good,0.0,4.61,285.1,10222.0,0.283, Low ,0
1156,STN0415,godavari,WEST BENGAL,2024/08/26,8.0,45.4,32.2,39.4,,7.73,8.85,2052.8,29.2,86.6,53.6,0.0,81.3,MODERATE,4.0,6.22,37.5,11914.0,0.442,Low,0
1157,STN0051,Brahmaputra,Assam,01/06/2015,6.0,305.4,,178.2,9.83,7.17,8.39,2840.7,25.7,83.6,47.4,22.1,,Good,1.0,8.8,201.4,1154.0,0.768,severe,1
1158,Stn-0045, Kosi ,gujarat,13/05/2019,5.0,47.1,,64.1,6.04,7.62,8.56,1879.1,22.5,56.3,15.0,19.4,76.6,Good,1.0,4.67,347.9,9484.0,0.35,Low,0
1159,STN0038,Narmada,maharashtra,01/01/2017,1.0,25.3,20.4,10.3,5.76,7.17,8.61,1813.0,33.2,54.4,32.8,23.6,118.6,Good,0.0,3.56,283.3,9918.0,0.28,Low,0
1160,STN0278,Brahmaputra,ASSAM,2021-09-18,9.0,91.6,90.0,72.4,6.04,5.62,6.49,1731.8,24.0,63.2,48.0,15.5,285.5, Moderate ,1.0,9.62,164.2,7750.0,0.626,HIGH,1
1161,STN0379,kosi,GUJARAT,22/07/2024,7.0,190.3,146.6,171.8,7.18,7.2,8.1,2605.4,28.4,88.6,55.2,8.1,286.3,,4.0,4.62,105.6,7645.0,0.82,high,1
1162,STN0463, Kosi ,gujarat,12-11-2016,12.0,35.3,47.4,51.4,4.48,5.88,7.12,1793.9,23.7,80.7,47.4,17.0,137.3,good,0.0,12.46,75.1,3610.0,0.437,Low,0
1163,STN0426,Kosi,GUJARAT,2021/05/28,5.0,34.3,21.8,14.8,6.61,8.06,9.1,1380.3,23.8,64.8,20.8,6.3,84.8, Good ,0.0,6.44,214.5,11465.0,0.316, Low ,0
1164,STN0261,yamuna,Bihar,2016/03/14,3.0,7.1,5.2,16.7,4.23,4.9,6.28,1166.3,18.1,36.6,61.5,19.4,154.9,GOOD,1.0,6.8,242.2,7848.0,0.413,Low,0
1165,STN0091,brahmaputra,assam,2022-07-02,7.0,169.2,171.3,190.3,6.18,5.42,6.78,2212.2,35.0,87.3,66.1,13.8,226.9,Moderate,2.0,13.64,98.8,,0.621, High ,0
1166,STN0268,Godavari, West Bengal ,2015/09/25,9.0,142.3,172.9,127.7,4.01,4.14,5.3,986.7,28.6,89.2,56.9,16.0,82.5, Good ,1.0,9.22,372.6,1602.0,0.467,MODERATE,0
1167,STN0458,Brahmaputra, Assam ,04/07/2022,7.0,118.9,113.6,104.9,5.56,5.76,6.86,1072.8,31.5,72.7,,,260.2,god,1.0,6.96,186.9,890.0,0.52,moderate,0
1168,stn0356,CAUVERY,ANDHRA PRADESH,21/11/2020,11.0,23.7,30.6,0.0,6.22,7.37,8.47,2088.8,24.5,54.3,36.8,8.5,181.5,god,0.0,12.24,321.6,6904.0,0.404,Low,0
1169,STN0077,tapi, Karnataka ,06-03-2018,6.0,,48.3,32.1,2.73,3.65,4.87,1146.3,23.2,74.0,57.7,15.3,233.3, Good ,2.0,2.43,324.1,3185.0,0.337,Low,0
1170,STN0401,KRISHNA,ODISHA,2022-12-31,12.0,77.7,102.3,53.9,7.06,7.22,8.04,1971.9,25.2,38.1,44.0,18.5,84.5,MODERATE,1.0,11.64,382.8,9650.0,0.547,Moderate,0
1171,STN0460,Brahmaputra,Assam,29/09/2018,9.0,141.8,153.5,183.8,3.46,3.62,4.83,1152.2,34.2,78.7,56.1,22.5,172.2,Moderate,3.0,9.23,292.8,1791.0,0.561, Moderate ,1
1172,STN0056,godavari,WEST BENGAL,2018-12-07,12.0,32.6,42.1,22.4,,5.89,6.96,921.0,26.2,60.0,22.5,14.9,190.2,moderate,0.0,9.94,372.7,,0.431,LOW,0
1173,STN0117,Kosi,GUJARAT,2024-07-12,7.0,145.0,111.4,75.0,4.47,5.45,6.38,1101.2,32.2,69.4,47.1,,279.6, Moderate ,4.0,0.31,260.8,4233.0,0.526, Moderate ,0
1174,STN0282, Cauvery ,Andhra Pradesh,2015-05-21,5.0,20.3,19.7,12.6,,4.75,5.79,570.8,26.9,49.9,18.5,20.2,0.0,GOOD,0.0,12.68km,390.4,2630.0,0.226,Low,1
1175,STN0189, Cauvery ,Andhra Pradesh,2021-07-04,7.0,3.3,4.1,0.6,2.47,3.65,5.14,959.9,24.3,62.7,73.4,21.2,162.5,moderate,4.0,8.94,174.1,9883.0,0.361, Low ,0
1176,STN0058,CAUVERY,andhra pradesh,22/01/2018,1.0,76.1,63.1,38.1,6.04,6.01,6.84,1950.2,21.3,57.4,77.4,20.0,82.3,Good,0.0,8.81,272.2,5112.0,0.529,High,1
1177,STN0017,Yamuna,bihar,12-31-2015,12.0,22.8,31.3,20.4,3.33,4.96,5.97,498.7,28.3,61.3,37.4,23.0,112.7,Moderate,0.0,12.05km,20.5,10645.0,0.283, Low ,0
1178,STN0200,CAUVERY,andhra pradesh,2021/11/08,11.0,,71.0,100.0,3.36,3.65,4.7,506.6,28.3,54.5,49.8,17.9,139.2,Moderate,1.0,2.61,358.2,4812.0,0.488,Moderate,0
1179,STN0293,godavari,West Bengal,04-14-2016,4.0,38.6,44.5,36.4,5.64,6.0,7.04,1431.0,27.8,39.0,28.2,27.0,92.1,MODERATE,0.0,4.34,162.5,8081.0,0.431,LOW,0
1180,stn0100,MAHANADI,MADHYA PRADESH,2020-09-03,9.0,132.1,100.8,113.1,7.68,8.32,9.43,2878.1,24.0,87.3,47.5,1.1,148.3, Good ,6.0,13.3,346.0,3458.0,0.507, Moderate ,1
1181,STN0262,Yamuna,BIHAR,04-Apr-2015,4.0,60.3,74.5,53.8,7.47,8.54,9.43,1329.2,27.8,34.6,35.5,,89.5,Moderate,0.0,14.9,208.7,7489.0,0.485,Moderate,0
1182,STN0307,GODAVARI, West Bengal ,12-03-2016,12.0,64.1,84.6,37.4,3.92,4.83,6.11,826.0,26.0,42.1,43.6,19.9,0.0,Good,2.0,14.8,258.1,3432.0,0.467,Moderate,0
1183,STN0439,godavari,West Bengal,2022-08-29,8.0,72.4,49.5,43.7,6.5,6.55,7.4,2102.7,26.4,78.8,63.4,13.5,73.5,Moderate,1.0,10.03,371.6,1540.0,0.48,MODERATE,1
1184,STN0213,narmada,Maharashtra,09-28-2020,9.0,289.4,362.2,268.5,8.29,6.68,7.64,2451.0,22.9,74.9,45.3,33.3,229.8,Good,3.0,5.39,215.5,,0.775, Severe ,1
1185,STN0121,Kosi,Gujarat,08-18-2015,8.0,42.7,34.8,51.0,4.59,6.18,7.47,946.7,36.1,91.9,72.3,17.8,272.1,,2.0,6.07,28.8,11564.0,0.536, Moderate ,0
1186,STN0336,BRAHMAPUTRA,ASSAM,2015/02/20,2.0,48.7,30.1,46.5,6.54,7.83,8.89,2120.6,,44.0,5.0,10.6,102.3, Good ,1.0,5.73,355.2,7159.0,0.406,LOW,0
1187,STN0082,Tapi,Karnataka,09-06-2021,9.0,121.1,143.2,77.0,7.15,6.64,7.98,2099.0,24.1,88.3,70.5,17.5,,good,0.0,14.08,52.5,9651.0,0.627, High ,1
1188,STN0433,KOSI,gujarat,23/04/2018,4.0,85.8,93.0,39.3,3.17,4.24,5.2,1205.9,24.8,63.8,22.2,24.1,59.3, Good ,0.0,7.81,235.1,7285.0,0.43,LOW,0
1189,STN0261,Yamuna,BIHAR,10/02/2022,2.0,67.1,62.1,93.5,,4.9,6.28,714.5,11.9,60.4,30.7,5.1,66.6,Poor,1.0,2.76,242.2,7848.0,0.439,low,0
1190,STN0208,brahmaputra,ASSAM,16/02/2019,2.0,11.0,7.9,29.6,4.29,4.99,6.32,1068.2,17.2,60.3,,20.8,226.8,good,0.0,3.3,321.1,10883.0,0.505,moderate,0
1191,stn0062, Cauvery ,Andhra Pradesh,07-18-2024,7.0,128.0,86.4,151.3,5.93,6.53,7.75,2176.3,28.4,65.9,58.4,26.8,202.4, Good ,2.0,12.34,262.2,4977.0,0.562,Moderate,1
1192,STN0024,Cauvery,andhra pradesh,2017-05-03,5.0,37.2,28.4,40.5,4.65,5.61,6.97,1100.3,18.9,,34.6,14.2,,GOOD,0.0,13.98,63.6,4330.0,0.406,Low,0
1193,Stn-0168,godavari,WEST BENGAL,10-Nov-2024,11.0,58.8,79.6,27.2,,5.81,6.69,990.3,24.6,54.6,23.9,22.3,78.3,GOOD,0.0,9.82,42.7,3177.0,0.465,moderate,0
1194,stn0081, Narmada ,Maharashtra,28/03/2018,3.0,4.9,3.3,15.9,4.83,6.62,7.65,1665.0,28.3,51.1,19.9,0.0,148.0,MODERATE,0.0,14.84,328.0,2314.0,0.298,Low,0
1195,STN0137,Tapi,karnataka,05/03/2015,3.0,32.8,45.9,23.3,7.05,7.71,8.75,2749.0,32.2,67.3,46.8,0.0,112.3,MODERATE,0.0,10.78,76.6,1457.0,0.518,moderate,0
1196,STN0228,Narmada,MAHARASHTRA,26/09/2015,9.0,94.4,114.8,71.7,7.41,7.15,8.24,2764.7,22.4,84.0,39.1,0.0,269.3, Good ,1.0,11.38,216.7,2074.0,0.57,HIGH,1
1197,STN0461, Narmada ,Maharashtra,14/06/2015,6.0,136.5,179.7,109.1,7.13,6.94,8.38,2278.8,29.4,71.1,61.9,3.3,162.2,good,3.0,13.06,311.7,239.0,0.661,high,1
1198,STN0332,Narmada,Maharashtra,2020/09/09,9.0,45.2,31.5,51.9,5.75,7.61,8.57,1587.1,21.9,83.1,64.6,13.6,287.5,good,0.0,3.66,251.4,672.0,0.527,moderate,0
1199,STN0223,Tapi,karnataka,2020-01-11,1.0,118.5,92.2,148.1,,4.95,6.35,1180.7,31.9,69.6,,25.1,0.0,MODERATE,1.0,10.8,227.1,11608.0,0.403,Low,0
1200,STN0113, Krishna ,Odisha,2020-06-15,6.0,96.6,130.1,53.7,7.66,7.7,9.16,2978.4,40.4,73.7,48.2,14.0,195.9,GOOD,1.0,12.28,382.4,10886.0,0.457,Moderate,0
1201,STN0061, Godavari ,West Bengal,2020/07/18,7.0,98.4,130.0,80.1,3.31,4.23,5.09,929.5,28.6,93.8,53.5,17.0,285.1,GOOD,2.0,4.04,160.6,1508.0,0.531,Moderate,0
1202,STN0076,KOSI,Gujarat,2018/01/14,1.0,30.3,,38.4,6.51,8.48,9.46,2385.1,26.0,59.8,31.3,13.5,109.1,poor,0.0,13.1,268.7,11294.0,0.54, Moderate ,0
1203,STN0243,godavari,West Bengal,2016-07-01,7.0,224.7,217.0,104.3,4.13,4.29,5.56,982.4,24.5,72.3,68.5,11.6,153.2, Moderate ,0.0,7.44,210.8,8551.0,0.615,MODERATE,0
1204,STN0498,Narmada,Maharashtra,2024-05-06,5.0,34.4,47.5,31.6,6.65,8.01,8.98,2136.6,28.9,46.9,28.1,15.5,157.9,GOOD,0.0,1.82,79.3,402.0,0.393, Low ,0
1205,stn0402, Ganga ,uttar pradesh,2023/04/20,4.0,48.4,63.7,47.8,3.43,3.8,5.26,554.2,22.5,59.7,42.0,29.4,84.6,,0.0,11.51,296.3,6907.0,0.469,MODERATE,0
1206,STN0079,GANGA,UTTAR PRADESH,21/10/2023,10.0,9.2,10.6,14.3,,8.2,9.35,1561.8,28.8,68.5,23.8,5.0,32.2,GOOD,1.0,4.42,320.1,10485.0,0.257,LOW,0
1207,STN0118,Narmada,Maharashtra,2017/04/15,4.0,40.1,55.8,51.8,5.32,7.35,8.55,1121.2,33.5,43.7,20.3,1.5,,MODERATE,0.0,9.21,359.7,10808.0,0.369,Low,0
1208,STN0342,tapi,karnataka,01-28-2022,1.0,30.4,38.1,21.4,2.39,4.67,6.01,358.7,17.7,58.7,52.3,18.5,1.8,GOOD,0.0,0.76,294.8,512.0,0.29, Low ,0
1209,STN0007,brahmaputra,assam,2015-09-23,9.0,36.3,39.4,42.3,4.3,5.08,6.45,1231.1,27.8,89.1,52.6,7.9,195.0, Good ,0.0,2.0,338.4,11501.0,0.472,Moderate,0
